longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value
-122.440.000,37.750.000,52.000.000,3.114.000.000,637.000.000,1.144.000.000,591.000.000,4.000.000,375.000.000.000
-120.620.000,35.120.000,22.000.000,1.240.000.000,294.000.000,768.000.000,288.000.000,2.655.000,160.000.000.000
-118.360.000,33.880.000,22.000.000,1.388.000.000,336.000.000,930.000.000,287.000.000,2.798.100,275.000.000.000
-118.360.000,33.820.000,26.000.000,5.166.000.000,1.313.000.000,2.738.000.000,1.239.000.000,3.356.500,360.800.000.000
-118.270.000,33.770.000,39.000.000,1.731.000.000,485.000.000,2.115.000.000,478.000.000,1.536.900,141.300.000.000
-122.280.000,37.900.000,52.000.000,2.003.000.000,250.000.000,658.000.000,244.000.000,10.082.500,397.000.000.000
-117.980.000,33.660.000,26.000.000,3.527.000.000,547.000.000,1.615.000.000,542.000.000,6.162.400,279.400.000.000
-118.210.000,33.930.000,39.000.000,354.000.000,73.000.000,184.000.000,58.000.000,2.767.900,108.900.000.000
-120.430.000,37.350.000,15.000.000,1.613.000.000,203.000.000,673.000.000,213.000.000,5.937.800,212.200.000.000
-120.960.000,37.480.000,32.000.000,1.256.000.000,212.000.000,682.000.000,236.000.000,2.984.400,135.900.000.000
-117.330.000,34.120.000,33.000.000,933.000.000,219.000.000,838.000.000,211.000.000,1.341.700,69.000.000.000
-119.810.000,36.780.000,36.000.000,1.650.000.000,313.000.000,660.000.000,298.000.000,3.000.000,79.700.000.000
-118.380.000,34.050.000,35.000.000,3.517.000.000,879.000.000,1.632.000.000,784.000.000,3.095.600,500.001.000.000
-117.960.000,33.800.000,33.000.000,1.984.000.000,420.000.000,1.119.000.000,387.000.000,3.482.100,231.300.000.000
-118.430.000,34.240.000,37.000.000,1.279.000.000,241.000.000,987.000.000,233.000.000,4.005.700,172.700.000.000
-117.870.000,33.790.000,25.000.000,2.546.000.000,545.000.000,1.543.000.000,521.000.000,4.192.000,219.900.000.000
-124.180.000,40.790.000,40.000.000,1.398.000.000,311.000.000,788.000.000,279.000.000,1.466.800,64.600.000.000
-117.240.000,32.830.000,18.000.000,3.109.000.000,501.000.000,949.000.000,368.000.000,7.435.100,445.700.000.000
-121.570.000,37.000.000,18.000.000,7.241.000.000,1.225.000.000,4.168.000.000,1.138.000.000,4.571.400,260.300.000.000
-117.370.000,33.190.000,38.000.000,861.000.000,213.000.000,486.000.000,204.000.000,4.187.500,185.000.000.000
-121.890.000,37.460.000,5.000.000,1.519.000.000,186.000.000,705.000.000,186.000.000,10.379.800,500.001.000.000
-122.680.000,38.010.000,41.000.000,1.865.000.000,392.000.000,825.000.000,369.000.000,4.201.100,255.400.000.000
-118.310.000,34.020.000,46.000.000,2.217.000.000,489.000.000,1.227.000.000,448.000.000,1.685.100,108.800.000.000
-118.290.000,33.890.000,33.000.000,2.138.000.000,567.000.000,1.072.000.000,528.000.000,2.742.800,208.900.000.000
-117.300.000,34.120.000,43.000.000,1.018.000.000,261.000.000,736.000.000,215.000.000,2.600.000,66.900.000.000
-117.300.000,33.850.000,15.000.000,3.991.000.000,751.000.000,2.317.000.000,657.000.000,2.954.200,127.900.000.000
-117.350.000,33.160.000,22.000.000,1.331.000.000,305.000.000,580.000.000,193.000.000,3.975.000,500.001.000.000
-122.430.000,37.760.000,52.000.000,2.242.000.000,459.000.000,751.000.000,464.000.000,4.750.000,500.001.000.000
-119.010.000,35.390.000,29.000.000,1.820.000.000,459.000.000,1.134.000.000,419.000.000,1.828.900,59.400.000.000
-121.570.000,37.010.000,44.000.000,1.448.000.000,393.000.000,1.066.000.000,357.000.000,2.062.500,170.300.000.000
-122.420.000,37.650.000,39.000.000,4.402.000.000,894.000.000,2.941.000.000,887.000.000,3.856.500,239.800.000.000
-122.430.000,37.780.000,49.000.000,2.246.000.000,587.000.000,1.277.000.000,546.000.000,2.979.200,350.000.000.000
-118.130.000,33.900.000,36.000.000,1.477.000.000,305.000.000,788.000.000,291.000.000,3.625.000,195.800.000.000
-118.060.000,33.820.000,25.000.000,2.637.000.000,462.000.000,965.000.000,415.000.000,4.583.300,190.900.000.000
-119.220.000,34.340.000,29.000.000,3.128.000.000,672.000.000,1.815.000.000,648.000.000,2.982.100,175.700.000.000
-121.510.000,38.550.000,46.000.000,1.485.000.000,278.000.000,531.000.000,291.000.000,2.788.500,137.200.000.000
-121.420.000,38.500.000,24.000.000,7.740.000.000,1.539.000.000,4.333.000.000,1.397.000.000,3.025.000,87.900.000.000
-122.260.000,37.850.000,52.000.000,2.202.000.000,434.000.000,910.000.000,402.000.000,3.203.100,281.500.000.000
-118.400.000,33.870.000,26.000.000,6.712.000.000,1.441.000.000,2.803.000.000,1.394.000.000,5.227.600,434.500.000.000
-118.380.000,33.890.000,35.000.000,1.778.000.000,330.000.000,732.000.000,312.000.000,6.574.500,379.300.000.000
-119.950.000,36.960.000,18.000.000,1.996.000.000,379.000.000,1.327.000.000,356.000.000,2.608.700,96.000.000.000
-118.120.000,34.020.000,32.000.000,1.789.000.000,528.000.000,1.429.000.000,517.000.000,1.890.600,224.500.000.000
-117.900.000,36.950.000,19.000.000,99.000.000,26.000.000,51.000.000,22.000.000,1.729.200,137.500.000.000
-116.280.000,32.840.000,18.000.000,382.000.000,128.000.000,194.000.000,69.000.000,2.517.900,58.800.000.000
-122.450.000,37.770.000,52.000.000,1.722.000.000,465.000.000,885.000.000,437.000.000,3.090.600,500.001.000.000
-121.620.000,39.760.000,14.000.000,2.063.000.000,559.000.000,934.000.000,529.000.000,1.778.800,85.800.000.000
-122.000.000,38.350.000,24.000.000,745.000.000,116.000.000,300.000.000,115.000.000,3.617.600,158.500.000.000
-121.710.000,39.250.000,37.000.000,1.871.000.000,321.000.000,806.000.000,294.000.000,4.000.000,101.400.000.000
-119.190.000,34.220.000,26.000.000,3.175.000.000,736.000.000,2.460.000.000,775.000.000,3.125.000,219.900.000.000
-118.060.000,33.910.000,21.000.000,2.863.000.000,701.000.000,1.489.000.000,621.000.000,3.203.100,180.700.000.000
-118.000.000,33.930.000,35.000.000,1.288.000.000,240.000.000,758.000.000,250.000.000,4.920.500,173.900.000.000
-118.260.000,34.110.000,47.000.000,2.183.000.000,510.000.000,1.445.000.000,503.000.000,3.666.700,210.900.000.000
-118.510.000,34.260.000,29.000.000,2.472.000.000,354.000.000,1.109.000.000,397.000.000,5.543.300,332.500.000.000
-117.960.000,33.980.000,25.000.000,1.259.000.000,184.000.000,599.000.000,170.000.000,5.740.700,302.200.000.000
-123.390.000,38.990.000,28.000.000,1.416.000.000,294.000.000,812.000.000,258.000.000,3.406.300,109.400.000.000
-121.690.000,38.160.000,33.000.000,1.808.000.000,363.000.000,824.000.000,340.000.000,3.293.700,96.400.000.000
-121.930.000,37.320.000,51.000.000,2.711.000.000,728.000.000,1.607.000.000,724.000.000,3.000.000,184.700.000.000
-117.260.000,33.260.000,9.000.000,4.609.000.000,798.000.000,2.582.000.000,746.000.000,4.342.900,173.900.000.000
-121.410.000,38.530.000,37.000.000,1.058.000.000,224.000.000,588.000.000,231.000.000,2.973.700,72.100.000.000
-117.900.000,33.900.000,18.000.000,3.821.000.000,576.000.000,1.430.000.000,568.000.000,6.939.900,349.600.000.000
-118.540.000,36.120.000,11.000.000,4.103.000.000,882.000.000,356.000.000,171.000.000,2.102.900,99.100.000.000
-117.240.000,32.820.000,20.000.000,2.467.000.000,332.000.000,731.000.000,335.000.000,7.255.900,392.300.000.000
-121.900.000,37.240.000,24.000.000,7.521.000.000,1.364.000.000,3.970.000.000,1.318.000.000,4.400.400,255.800.000.000
-118.170.000,33.870.000,49.000.000,1.937.000.000,445.000.000,1.339.000.000,440.000.000,3.031.900,162.800.000.000
-117.310.000,33.160.000,4.000.000,5.846.000.000,894.000.000,2.282.000.000,801.000.000,5.595.600,247.800.000.000
-118.410.000,34.170.000,35.000.000,2.027.000.000,428.000.000,879.000.000,402.000.000,4.692.000,330.900.000.000
-118.380.000,34.220.000,32.000.000,362.000.000,100.000.000,348.000.000,102.000.000,2.267.900,150.000.000.000
-117.160.000,33.730.000,10.000.000,2.381.000.000,454.000.000,1.323.000.000,477.000.000,2.632.200,140.700.000.000
-119.710.000,34.400.000,27.000.000,3.782.000.000,771.000.000,1.742.000.000,751.000.000,4.045.100,395.100.000.000
-117.360.000,33.200.000,26.000.000,2.447.000.000,482.000.000,1.405.000.000,486.000.000,3.291.700,150.800.000.000
-118.210.000,33.800.000,41.000.000,1.251.000.000,279.000.000,1.053.000.000,278.000.000,3.277.800,150.800.000.000
-120.930.000,39.900.000,20.000.000,1.511.000.000,328.000.000,791.000.000,320.000.000,2.022.100,70.900.000.000
-118.130.000,33.840.000,48.000.000,1.895.000.000,294.000.000,881.000.000,293.000.000,6.336.400,307.400.000.000
-118.270.000,33.930.000,41.000.000,570.000.000,135.000.000,466.000.000,121.000.000,2.645.800,91.300.000.000
-118.050.000,33.780.000,25.000.000,2.356.000.000,330.000.000,937.000.000,326.000.000,6.626.400,359.100.000.000
-118.430.000,34.270.000,36.000.000,1.002.000.000,250.000.000,1.312.000.000,249.000.000,3.024.000,148.000.000.000
-118.370.000,33.910.000,35.000.000,1.742.000.000,283.000.000,812.000.000,282.000.000,5.670.400,303.700.000.000
-122.500.000,37.750.000,46.000.000,2.298.000.000,457.000.000,1.429.000.000,477.000.000,4.021.700,272.400.000.000
-118.300.000,34.010.000,52.000.000,1.908.000.000,428.000.000,1.271.000.000,394.000.000,2.588.500,136.200.000.000
-119.160.000,34.150.000,23.000.000,3.204.000.000,644.000.000,2.295.000.000,614.000.000,3.948.500,196.600.000.000
-117.040.000,32.680.000,14.000.000,1.320.000.000,270.000.000,943.000.000,260.000.000,5.094.700,152.700.000.000
-121.400.000,38.610.000,37.000.000,1.994.000.000,347.000.000,782.000.000,355.000.000,4.148.800,136.400.000.000
-118.030.000,33.930.000,35.000.000,2.470.000.000,416.000.000,1.386.000.000,411.000.000,5.273.600,179.500.000.000
-119.890.000,34.440.000,25.000.000,2.786.000.000,470.000.000,1.669.000.000,462.000.000,5.518.400,268.300.000.000
-120.880.000,38.580.000,8.000.000,3.417.000.000,604.000.000,1.703.000.000,623.000.000,4.082.700,170.700.000.000
-118.210.000,33.790.000,32.000.000,2.020.000.000,613.000.000,2.557.000.000,562.000.000,2.139.700,145.300.000.000
-121.460.000,38.570.000,52.000.000,1.625.000.000,419.000.000,614.000.000,383.000.000,2.054.900,156.700.000.000
-122.020.000,37.310.000,34.000.000,2.629.000.000,433.000.000,1.301.000.000,431.000.000,6.083.000,341.400.000.000
-118.500.000,34.160.000,34.000.000,3.547.000.000,523.000.000,1.187.000.000,500.000.000,7.139.000,424.000.000.000
-121.320.000,38.660.000,26.000.000,1.149.000.000,193.000.000,500.000.000,194.000.000,5.078.000,163.400.000.000
-118.090.000,33.890.000,42.000.000,991.000.000,215.000.000,717.000.000,219.000.000,4.092.600,164.400.000.000
-118.390.000,33.820.000,30.000.000,3.433.000.000,918.000.000,1.526.000.000,828.000.000,4.581.700,500.001.000.000
-118.000.000,33.960.000,37.000.000,2.414.000.000,323.000.000,878.000.000,305.000.000,9.154.100,453.800.000.000
-117.260.000,33.190.000,4.000.000,2.342.000.000,595.000.000,1.518.000.000,545.000.000,2.946.900,216.100.000.000
-122.470.000,37.870.000,36.000.000,4.471.000.000,618.000.000,1.315.000.000,582.000.000,11.570.600,500.001.000.000
-117.060.000,32.710.000,25.000.000,2.681.000.000,596.000.000,1.947.000.000,553.000.000,2.896.400,104.300.000.000
-117.440.000,33.930.000,33.000.000,1.371.000.000,236.000.000,715.000.000,227.000.000,4.375.000,129.900.000.000
-118.120.000,33.990.000,26.000.000,2.296.000.000,534.000.000,1.777.000.000,507.000.000,2.539.500,191.000.000.000
-118.150.000,34.180.000,46.000.000,2.230.000.000,488.000.000,1.985.000.000,456.000.000,2.232.800,142.100.000.000
-120.430.000,34.690.000,33.000.000,2.054.000.000,373.000.000,1.067.000.000,358.000.000,3.602.300,128.300.000.000
-120.840.000,37.530.000,14.000.000,3.643.000.000,706.000.000,2.070.000.000,697.000.000,3.152.300,141.800.000.000
-122.070.000,37.130.000,26.000.000,1.127.000.000,199.000.000,543.000.000,199.000.000,4.979.200,240.000.000.000
-118.410.000,33.960.000,32.000.000,1.044.000.000,219.000.000,567.000.000,222.000.000,4.147.100,284.400.000.000
-121.510.000,38.790.000,29.000.000,1.716.000.000,323.000.000,850.000.000,282.000.000,2.932.400,137.500.000.000
-117.330.000,33.190.000,15.000.000,3.672.000.000,845.000.000,1.827.000.000,796.000.000,2.971.600,173.600.000.000
-116.540.000,33.870.000,16.000.000,3.648.000.000,1.035.000.000,1.687.000.000,581.000.000,1.916.700,70.400.000.000
-118.500.000,34.200.000,18.000.000,4.249.000.000,933.000.000,2.047.000.000,909.000.000,4.130.400,229.100.000.000
-118.300.000,33.750.000,23.000.000,1.957.000.000,517.000.000,1.454.000.000,526.000.000,3.505.600,203.100.000.000
-117.990.000,33.730.000,24.000.000,2.104.000.000,421.000.000,1.181.000.000,414.000.000,3.836.500,250.900.000.000
-118.110.000,33.890.000,34.000.000,2.508.000.000,594.000.000,1.549.000.000,545.000.000,3.206.900,236.500.000.000
-122.730.000,38.430.000,29.000.000,2.677.000.000,691.000.000,1.880.000.000,664.000.000,2.186.400,143.200.000.000
-119.640.000,36.340.000,32.000.000,2.958.000.000,670.000.000,1.504.000.000,627.000.000,1.860.600,56.700.000.000
-116.870.000,34.240.000,15.000.000,4.419.000.000,822.000.000,622.000.000,267.000.000,3.968.800,182.800.000.000
-118.220.000,33.980.000,34.000.000,2.283.000.000,809.000.000,3.032.000.000,832.000.000,2.438.700,175.000.000.000
-122.340.000,37.970.000,19.000.000,392.000.000,109.000.000,287.000.000,81.000.000,6.042.600,110.000.000.000
-118.080.000,33.820.000,26.000.000,4.259.000.000,588.000.000,1.644.000.000,581.000.000,6.251.900,345.700.000.000
-117.700.000,33.480.000,6.000.000,16.590.000.000,2.696.000.000,6.223.000.000,2.357.000.000,6.308.800,340.300.000.000
-118.220.000,33.880.000,37.000.000,1.149.000.000,280.000.000,1.016.000.000,250.000.000,2.125.000,101.900.000.000
-120.970.000,38.910.000,7.000.000,4.341.000.000,716.000.000,1.978.000.000,682.000.000,4.831.100,172.200.000.000
-122.250.000,37.800.000,29.000.000,2.468.000.000,864.000.000,1.335.000.000,773.000.000,1.392.900,193.800.000.000
-118.410.000,33.880.000,40.000.000,925.000.000,254.000.000,371.000.000,227.000.000,5.253.300,500.001.000.000
-117.040.000,32.690.000,27.000.000,1.790.000.000,356.000.000,1.286.000.000,347.000.000,3.543.700,115.800.000.000
-122.410.000,38.160.000,37.000.000,1.549.000.000,301.000.000,863.000.000,275.000.000,2.745.700,254.700.000.000
-120.250.000,37.930.000,13.000.000,493.000.000,76.000.000,196.000.000,68.000.000,3.375.000,134.100.000.000
-121.980.000,38.390.000,3.000.000,9.488.000.000,1.417.000.000,4.095.000.000,1.335.000.000,5.178.100,191.900.000.000
-122.470.000,37.720.000,47.000.000,1.176.000.000,286.000.000,564.000.000,258.000.000,3.205.900,350.000.000.000
-118.180.000,34.130.000,39.000.000,2.902.000.000,460.000.000,1.007.000.000,420.000.000,6.195.300,363.000.000.000
-118.090.000,33.990.000,35.000.000,2.787.000.000,639.000.000,1.923.000.000,614.000.000,3.575.700,177.900.000.000
-121.940.000,37.750.000,16.000.000,5.121.000.000,735.000.000,2.464.000.000,761.000.000,6.620.400,296.100.000.000
-117.070.000,32.740.000,38.000.000,1.901.000.000,392.000.000,1.099.000.000,406.000.000,2.766.100,113.900.000.000
-118.140.000,34.040.000,40.000.000,1.966.000.000,391.000.000,1.120.000.000,362.000.000,3.710.900,198.800.000.000
-122.410.000,37.810.000,25.000.000,1.178.000.000,545.000.000,592.000.000,441.000.000,3.672.800,500.001.000.000
-117.710.000,33.630.000,16.000.000,1.641.000.000,354.000.000,945.000.000,318.000.000,3.426.100,219.700.000.000
-119.640.000,34.430.000,34.000.000,3.045.000.000,570.000.000,1.002.000.000,488.000.000,5.623.000,500.001.000.000
-118.100.000,33.980.000,33.000.000,1.927.000.000,482.000.000,1.623.000.000,479.000.000,3.526.800,152.000.000.000
-122.040.000,37.390.000,5.000.000,8.745.000.000,2.211.000.000,3.959.000.000,2.019.000.000,4.768.500,280.100.000.000
-122.030.000,37.180.000,10.000.000,212.000.000,38.000.000,78.000.000,21.000.000,6.062.200,390.000.000.000
-122.300.000,37.560.000,36.000.000,1.379.000.000,228.000.000,750.000.000,227.000.000,5.538.100,282.000.000.000
-117.360.000,33.920.000,7.000.000,9.376.000.000,1.181.000.000,3.570.000.000,1.107.000.000,8.532.600,315.200.000.000
-121.380.000,37.880.000,44.000.000,1.158.000.000,226.000.000,1.094.000.000,224.000.000,2.684.200,156.300.000.000
-119.980.000,38.930.000,28.000.000,1.194.000.000,272.000.000,494.000.000,203.000.000,2.328.100,85.800.000.000
-117.160.000,32.710.000,52.000.000,845.000.000,451.000.000,1.230.000.000,375.000.000,1.091.800,22.500.000.000
-122.360.000,37.930.000,17.000.000,1.258.000.000,254.000.000,885.000.000,229.000.000,3.050.000,121.600.000.000
-118.230.000,34.170.000,37.000.000,4.524.000.000,1.005.000.000,2.099.000.000,937.000.000,3.578.100,366.700.000.000
-118.470.000,34.100.000,32.000.000,8.041.000.000,1.141.000.000,2.768.000.000,1.106.000.000,11.197.800,500.001.000.000
-124.140.000,40.800.000,32.000.000,1.373.000.000,312.000.000,872.000.000,306.000.000,2.500.000,72.600.000.000
-117.800.000,33.550.000,35.000.000,2.067.000.000,428.000.000,724.000.000,377.000.000,5.837.100,500.001.000.000
-118.020.000,34.120.000,38.000.000,1.778.000.000,288.000.000,870.000.000,281.000.000,6.578.400,408.500.000.000
-122.740.000,38.480.000,12.000.000,4.174.000.000,670.000.000,1.882.000.000,647.000.000,4.551.000,178.300.000.000
-118.340.000,33.830.000,34.000.000,1.761.000.000,329.000.000,965.000.000,329.000.000,5.399.000,358.500.000.000
-120.680.000,35.290.000,37.000.000,1.354.000.000,293.000.000,753.000.000,290.000.000,3.250.000,225.000.000.000
-122.450.000,37.640.000,19.000.000,6.326.000.000,1.025.000.000,3.444.000.000,984.000.000,6.249.800,353.300.000.000
-122.040.000,37.620.000,35.000.000,1.032.000.000,173.000.000,453.000.000,176.000.000,6.396.000,208.500.000.000
-122.790.000,38.540.000,5.000.000,3.986.000.000,737.000.000,1.887.000.000,687.000.000,3.776.800,213.800.000.000
-117.220.000,32.860.000,4.000.000,16.289.000.000,4.585.000.000,7.604.000.000,4.176.000.000,3.628.700,280.800.000.000
-120.080.000,39.610.000,32.000.000,1.404.000.000,247.000.000,544.000.000,201.000.000,2.777.800,72.900.000.000
-118.360.000,34.150.000,41.000.000,3.545.000.000,698.000.000,1.221.000.000,651.000.000,4.300.000,500.001.000.000
-121.360.000,38.560.000,17.000.000,6.225.000.000,938.000.000,3.064.000.000,947.000.000,5.288.100,138.000.000.000
-122.320.000,41.310.000,45.000.000,1.393.000.000,294.000.000,521.000.000,249.000.000,1.191.500,71.900.000.000
-121.590.000,39.750.000,20.000.000,908.000.000,206.000.000,481.000.000,211.000.000,2.200.000,80.800.000.000
-117.300.000,34.150.000,45.000.000,942.000.000,166.000.000,401.000.000,174.000.000,3.859.400,90.800.000.000
-117.710.000,33.650.000,16.000.000,3.774.000.000,456.000.000,1.587.000.000,430.000.000,8.608.800,307.400.000.000
-118.310.000,34.260.000,37.000.000,1.444.000.000,246.000.000,624.000.000,239.000.000,5.760.000,239.400.000.000
-122.040.000,36.980.000,51.000.000,1.076.000.000,206.000.000,495.000.000,201.000.000,2.928.600,258.300.000.000
-118.260.000,34.240.000,35.000.000,1.535.000.000,283.000.000,816.000.000,287.000.000,6.187.300,312.100.000.000
-118.280.000,33.960.000,39.000.000,882.000.000,221.000.000,697.000.000,189.000.000,1.847.200,99.100.000.000
-123.500.000,39.670.000,22.000.000,2.124.000.000,450.000.000,1.122.000.000,446.000.000,2.179.300,71.500.000.000
-117.190.000,33.140.000,12.000.000,3.652.000.000,923.000.000,1.677.000.000,728.000.000,2.326.700,92.000.000.000
